,0
  (0, 59)	0.0849792237662528
  (0, 50)	0.19424386037454056
  (0, 48)	0.07704111189491959
  (0, 42)	0.13984973048543073
  (0, 40)	0.0714610799910247
  (0, 28)	0.07592957519379435
  (0, 24)	0.1266768834302409
  (0, 19)	0.07745440681170733
  (0, 13)	0.19147210240587695
  (0, 12)	0.056889642248949754
  (0, 11)	0.11765371365470792
  (0, 10)	0.06503276451958433
  (0, 7)	0.08691982820224768
  (0, 5)	0.04082420226304571
  (0, 4)	0.0415099254648148
  (0, 2)	0.08122095064317235
  (0, 0)	0.15497836813345342"
reuters-topics/grain/article118.txt,"  (0, 10066)	0.1302416634769846
  (0, 10065)	0.1302416634769846
  (0, 10061)	0.1302416634769846
  (0, 7079)	0.2604833269539692
  (0, 7074)	0.2604833269539692
  (0, 5688)	0.12307039237054812
  (0, 5392)	0.117982294547189
  (0, 4474)	0.235964589094378
  (0, 4153)	0.235964589094378
  (0, 4107)	0.1140356592630986
  (0, 3511)	0.11081102344075254
  (0, 3293)	0.11081102344075254
  (0, 2569)	0.10808463270039849
  (0, 2426)	0.10572292561739344
  (0, 2410)	0.10177629033330302
  (0, 2278)	0.10009058390650566
  (0, 2122)	0.09855165451095696
  (0, 1509)	0.09042412183244608
  (0, 1277)	0.09855165451095696
  (0, 937)	0.0829452511335758
  (0, 904)	0.08120418775780228
  (0, 781)	0.0781647529026505
  (0, 766)	0.07863642167496962
  (0, 755)	0.08065994387027361
  (0, 735)	0.07557184604691451
  :	:
  (0, 69)	0.0878979174406129
  (0, 68)	0.050460208063442494
  (0, 60)	0.04203848483844672
  (0, 58)	0.04388183708088688
  (0, 57)	0.09294948787324578
  (0, 56)	0.04527519750029202
  (0, 53)	0.1463765379900909
  (0, 51)	0.0974079340473626
  (0, 42)	0.03605299839000965
  (0, 36)	0.08051946880452167
  (0, 35)	0.08844004393717587
  (0, 34)	0.0662497856524618
  (0, 33)	0.0373935284613953
  (0, 27)	0.13655188849141248
  (0, 26)	0.040984008512681656
  (0, 25)	0.35005065734915797
  (0, 20)	0.03904676976427017
  (0, 18)	0.11863519563551421
  (0, 15)	0.029391041437018244
  (0, 14)	0.09052769048516805
  (0, 8)	0.0717046208814191
  (0, 5)	0.06314641694427928
  (0, 4)	0.14981653372235967
  (0, 1)	0.10297057003181626
  (0, 0)	0.09988283204778517"
reuters-topics/grain/article483.txt,"  (0, 10070)	0.14008478582947348
  (0, 10067)	0.14008478582947348
  (0, 7114)	0.13237153992757536
  (0, 3929)	0.11918565896531022
  (0, 3927)	0.24530799865922953
  (0, 2878)	0.1162532189706579
  (0, 2483)	0.10946811836734963
  (0, 2296)	0.35755697689593063
  (0, 2277)	0.10765501327129098
  (0, 2248)	0.11147241306341212
  (0, 2199)	0.11371302390494319
  (0, 2097)	0.10765501327129098
  (0, 1941)	0.10447710916029218
  (0, 1860)	0.10306733800839275
  (0, 1704)	0.10052714294267803
  (0, 1560)	0.09937386832932957
  (0, 1498)	0.09725800026314052
  (0, 1462)	0.09628223740508447
  (0, 1073)	0.0879452239792841
  (0, 1010)	0.08856899150318637
  (0, 942)	0.09281389704077993
  (0, 779)	0.08262662380969957
  (0, 735)	0.08128325134676069
  (0, 713)	0.08357798229612895
  (0, 646)	0.1671559645922579
  :	:
  (0, 73)	0.11963245088506826
  (0, 68)	0.05427378037694632
  (0, 64)	0.05128170646175366
  (0, 45)	0.09802269723278187
  (0, 40)	0.07925932294408984
  (0, 38)	0.04007037319171934
  (0, 36)	0.04330239741055532
  (0, 34)	0.07125666846242053
  (0, 30)	0.03877773381531894
  (0, 29)	0.03618553906782094
  (0, 27)	0.14687191136275665
  (0, 22)	0.10560510039067053
  (0, 21)	0.07849261870873475
  (0, 18)	0.03190028737496793
  (0, 15)	0.03161229390883395
  (0, 13)	0.03539443941904529
  (0, 12)	0.06309776633308042
  (0, 8)	0.025707919137903778
  (0, 7)	0.024101254608074843
  (0, 5)	0.06791876007558192
  (0, 4)	0.04603972663461111
  (0, 3)	0.04828819936531864
  (0, 2)	0.06756318499869138
  (0, 1)	0.1107526567502326
  (0, 0)	0.10743156039256084"
reuters-topics/grain/article497.txt,"  (0, 10024)	0.039401682622080186
  (0, 10023)	0.039401682622080186
  (0, 9978)	0.039401682622080186
  (0, 9976)	0.039401682622080186
  (0, 7236)	0.03723217602496401
  (0, 5559)	0.03569288659764861
  (0, 5413)	0.03569288659764861
  (0, 5410)	0.03569288659764861
  (0, 5365)	0.03723217602496401
  (0, 4091)	0.03569288659764861
  (0, 4043)	0.03569288659764861
  (0, 3823)	0.03569288659764861
  (0, 3695)	0.03352338000053243
  (0, 3278)	0.03352338000053243
  (0, 3277)	0.0326985718724161
  (0, 3244)	0.0326985718724161
  (0, 2878)	0.0326985718724161
  (0, 2790)	0.06396818114643406
  (0, 2421)	0.0627077468068325
  (0, 2222)	0.030280152412516855
  (0, 2066)	0.059629167952201696
  (0, 2001)	0.029814583976100848
  (0, 1942)	0.030280152412516855
  (0, 1723)	0.028620618337629765
  (0, 1722)	0.02898977584798452
  :	:
  (0, 35)	0.1337777194050973
  (0, 33)	0.022625140085315073
  (0, 30)	0.032721068563176595
  (0, 29)	0.05088957795869313
  (0, 25)	0.1647332466264244
  (0, 24)	0.049398295509791953
  (0, 22)	0.029703572905707003
  (0, 20)	0.10631448875397513
  (0, 19)	0.13289645687123597
  (0, 17)	0.04698552921412361
  (0, 16)	0.008963540538952708
  (0, 15)	0.02667479335838898
  (0, 14)	0.01825807622426355
  (0, 13)	0.01991080559274049
  (0, 12)	0.01774752446168305
  (0, 10)	0.19273491743329227
  (0, 8)	0.05061610975978427
  (0, 7)	0.027115863560438495
  (0, 6)	0.04813300024902387
  (0, 5)	0.006367842191040285
  (0, 4)	0.13597085653727997
  (0, 3)	0.13582033869831633
  (0, 2)	0.06334504627542566
  (0, 1)	0.2305205625071503
  (0, 0)	0.16317342953438943"
reuters-topics/grain/article440.txt,"  (0, 9981)	0.07942384723759097
  (0, 9979)	0.07942384723759097
  (0, 9970)	0.07942384723759097
  (0, 9962)	0.07942384723759097
  (0, 7251)	0.15884769447518193
  (0, 7235)	0.15884769447518193
  (0, 7232)	0.07505066951817702
  (0, 7228)	0.15884769447518193
  (0, 5609)	0.07505066951817702
  (0, 4235)	0.14389570109433242
  (0, 4151)	0.06954111717523354
  (0, 3804)	0.06954111717523354
  (0, 3718)	0.06954111717523354
  (0, 3303)	0.06591206782186541
  (0, 3281)	0.06591206782186541
  (0, 3164)	0.1351493456555045
  (0, 2793)	0.3477055858761676
  (0, 2465)	0.062065120484808764
  (0, 2390)	0.06320149510833828
  (0, 2038)	0.05923536884207657
  (0, 2035)	0.06009867613732747
  (0, 1839)	0.19773620346559623
  (0, 1627)	0.057691942765394806
  (0, 1626)	0.057691942765394806
  (0, 1600)	0.06009867613732747
  :	:
  (0, 74)	0.17414797415188898
  (0, 64)	0.0872255412174323
  (0, 46)	0.023236500120353512
  (0, 45)	0.027787956003695737
  (0, 41)	0.0686656437057734
  (0, 40)	0.0674064673089768
  (0, 39)	0.06909649894078232
  (0, 34)	0.04040038121990129
  (0, 32)	0.021548665668223402
  (0, 27)	0.02081798566221292
  (0, 26)	0.0499856581127064
  (0, 24)	0.019914899137675246
  (0, 23)	0.06773748554174289
  (0, 19)	0.12176623371643402
  (0, 15)	0.0896160845511603
  (0, 11)	0.01849636474437519
  (0, 8)	0.14575614548825738
  (0, 7)	0.013664684233134446
  (0, 6)	0.08316341125833239
  (0, 5)	0.012835962622846205
  (0, 4)	0.05220627198643939
  (0, 3)	0.054755904391188805
  (0, 2)	0.12768762509188303
  (0, 1)	0.1381455129860475
  (0, 0)	0.1340029978223587"
reuters-topics/grain/article326.txt,"  (0, 9959)	0.13471547949510418
  (0, 9958)	0.13471547949510418
  (0, 7188)	0.1272978744069774
  (0, 6199)	0.1272978744069774
  (0, 5382)	0.12203499984216545
  (0, 5345)	0.12203499984216545
  (0, 5320)	0.12203499984216545
  (0, 3853)	0.11461739475403869
  (0, 2201)	0.2187090403784535
  (0, 1915)	0.09911687252737539
  (0, 1869)	0.09911687252737539
  (0, 1812)	0.09911687252737539
  (0, 1757)	0.09785471244417146
  (0, 1746)	0.09785471244417146
  (0, 1680)	0.09911687252737539
  (0, 1587)	0.09556496975742491
  (0, 1290)	0.09169926743924862
  (0, 1246)	0.09169926743924862
  (0, 1208)	0.09003502380545429
  (0, 1158)	0.09259183787935953
  (0, 1138)	0.08925643544816128
  (0, 1111)	0.09169926743924862
  (0, 1046)	0.0845743736375181
  (0, 997)	0.19112993951484983
  (0, 973)	0.0828844901044862
  :	:
  (0, 59)	0.045320018407496866
  (0, 58)	0.04538918319729822
  (0, 50)	0.15538742773054173
  (0, 46)	0.07882560123629728
  (0, 42)	0.0372914230030903
  (0, 40)	0.03811069714547068
  (0, 39)	0.07813243595377684
  (0, 38)	0.03853451683640646
  (0, 34)	0.034262736678714205
  (0, 33)	0.11603400130667593
  (0, 30)	0.1118742690092709
  (0, 28)	0.08098755420316582
  (0, 27)	0.03531061536490084
  (0, 24)	0.033778836958162084
  (0, 16)	0.030646601396716384
  (0, 14)	0.03121244233147891
  (0, 13)	0.10211342044527488
  (0, 11)	0.03137277696962922
  (0, 8)	0.049445121866409175
  (0, 7)	0.023177478208895336
  (0, 6)	0.047019458318778386
  (0, 5)	0.1088591726326962
  (0, 3)	0.04643736215132518
  (0, 1)	0.14911066922483146
  (0, 0)	0.1653021099814088"
reuters-topics/grain/article332.txt,"  (0, 9961)	0.15037526745823449
  (0, 4046)	0.1316640336407777
  (0, 2695)	0.12206626352704697
  (0, 2390)	0.11966105976012822
  (0, 2374)	0.11966105976012822
  (0, 2038)	0.11215188815983893
  (0, 1890)	0.12206626352704697
  (0, 1873)	0.23501906335036787
  (0, 1839)	0.12479305866144458
  (0, 1600)	0.22757282132158144
  (0, 1570)	0.1079117615614532
  (0, 1552)	0.2212771133917016
  (0, 1407)	0.1106385566958508
  (0, 1402)	0.10335502970959018
  (0, 1236)	0.10140873581239564
  (0, 1188)	0.10140873581239564
  (0, 1130)	0.09963190869519695
  (0, 1009)	0.10550655779453445
  (0, 969)	0.10235870382959456
  (0, 888)	0.0972267049282782
  (0, 877)	0.09648405473025705
  (0, 752)	0.0931288829461394
  (0, 751)	0.40563494324958255
  (0, 707)	0.09507517684333393
  (0, 654)	0.09024796911949742
  :	:
  (0, 268)	0.15112606272479032
  (0, 227)	0.15733459610805325
  (0, 183)	0.06910766171382775
  (0, 142)	0.15272788605175425
  (0, 129)	0.06076429206295041
  (0, 123)	0.05695678816074926
  (0, 116)	0.05814878129002404
  (0, 113)	0.06207375531328821
  (0, 77)	0.05941469035637771
  (0, 76)	0.11009761380208927
  (0, 74)	0.10990631949646797
  (0, 64)	0.11009761380208927
  (0, 48)	0.045862610537047405
  (0, 26)	0.189278333125533
  (0, 23)	0.1282491702374607
  (0, 19)	0.18443458078998032
  (0, 15)	0.03393449990562112
  (0, 8)	0.11038558379531274
  (0, 7)	0.025871707525612908
  (0, 6)	0.052485160925286004
  (0, 5)	0.02430266701536511
  (0, 4)	0.14826527018026142
  (0, 2)	0.09670174106202654
  (0, 1)	0.0237776861804249
  (0, 0)	0.09225869622788303"
reuters-topics/grain/article454.txt,"  (0, 2657)	0.08929248821773607
  (0, 2311)	0.0931220460734648
  (0, 2213)	0.18217455903568255
  (0, 1578)	0.08623464532555378
  (0, 1407)	0.16511958092290585
  (0, 1394)	0.15424947415788212
  (0, 1257)	0.08255979046145293
  (0, 1157)	0.07567238971354188
  (0, 1104)	0.08929248821773607
  (0, 854)	0.06949386625748336
  (0, 779)	0.06618621262645406
  (0, 657)	0.06378424483775896
  (0, 598)	0.06347004579305271
  (0, 423)	0.6296649146443576
  (0, 405)	0.06064006679229213
  (0, 377)	0.1174049235179994
  (0, 330)	0.055256755781370626
  (0, 320)	0.10979639076850105
  (0, 260)	0.12287055847485834
  (0, 239)	0.3348655804895715
  (0, 231)	0.05306407989769664
  (0, 212)	0.10342406155099447
  (0, 197)	0.11015284193815678
  (0, 169)	0.04944543355838364
  (0, 160)	0.048485234784234534
  :	:
  (0, 116)	0.043391303558764506
  (0, 106)	0.04534302841681819
  (0, 98)	0.14018780017494686
  (0, 88)	0.044785474253256644
  (0, 85)	0.043813438968747245
  (0, 77)	0.044335939772238646
  (0, 74)	0.08201338646311339
  (0, 70)	0.1289416435764072
  (0, 68)	0.04347480028160551
  (0, 53)	0.042037683416017074
  (0, 51)	0.08392336538185857
  (0, 50)	0.12943057167420685
  (0, 35)	0.03809846802683625
  (0, 30)	0.0931861142499489
  (0, 29)	0.05797123668665521
  (0, 26)	0.10593128644584303
  (0, 17)	0.026761955435458888
  (0, 15)	0.025322322391858724
  (0, 14)	0.07799558136679592
  (0, 10)	0.31777754898415417
  (0, 7)	0.01930577202002401
  (0, 6)	0.11749513056933486
  (0, 4)	0.09219773832585423
  (0, 1)	0.08871594348933172
  (0, 0)	0.017211130676984217"
reuters-topics/grain/article468.txt,"  (0, 7274)	0.13320417891993117
  (0, 7273)	0.13320417891993117
  (0, 5470)	0.12769712007523187
  (0, 3987)	0.11993535657431617
  (0, 3946)	0.24685102675221837
  (0, 3844)	0.24685102675221837
  (0, 3503)	0.11698447104459168
  (0, 2667)	0.11217359307340045
  (0, 2308)	0.10833218120196024
  (0, 2110)	0.22031338206098836
  (0, 2074)	0.10666653422870116
  (0, 2007)	0.11217359307340045
  (0, 1525)	0.10371564869897669
  (0, 1257)	0.20743129739795338
  (0, 1157)	0.09506335885634522
  (0, 1120)	0.09339771188308615
  (0, 1047)	0.10239492752957846
  (0, 1035)	0.09044682635336168
  (0, 962)	0.09339771188308615
  (0, 874)	0.08789065303838686
  (0, 631)	0.07896836063507767
  (0, 606)	0.08012888953747116
  (0, 567)	0.08977507798374014
  (0, 533)	0.07752292981160754
  (0, 508)	0.1692018938158277
  :	:
  (0, 47)	0.1923367440061674
  (0, 45)	0.2959178288827107
  (0, 40)	0.079757877261937
  (0, 38)	0.04032242250062615
  (0, 37)	0.07543292554952502
  (0, 33)	0.04047256338163127
  (0, 30)	0.1560866088306093
  (0, 27)	0.036948940025516366
  (0, 24)	0.03534609091348333
  (0, 22)	0.0354231246761771
  (0, 20)	0.04226193486297762
  (0, 19)	0.216117608097309
  (0, 15)	0.03181114049293132
  (0, 13)	0.07123415265433533
  (0, 12)	0.03174733088652679
  (0, 11)	0.0656567914609033
  (0, 10)	0.18145804860523077
  (0, 8)	0.05173925244622909
  (0, 7)	0.12126427753145885
  (0, 6)	0.12300261036938233
  (0, 5)	0.06834598036766533
  (0, 4)	0.04632932416905358
  (0, 3)	0.12147985041759099
  (0, 1)	0.06686958562401275
  (0, 0)	0.15135025187446471"
reuters-topics/grain/article469.txt,"  (0, 10021)	0.05068925836309688
  (0, 10020)	0.05068925836309688
  (0, 10018)	0.05068925836309688
  (0, 6781)	0.04789824353572402
  (0, 5339)	0.04591798700137365
  (0, 4113)	0.04438198070170346
  (0, 4093)	0.04591798700137365
  (0, 4029)	0.04438198070170346
  (0, 3981)	0.0918359740027473
  (0, 3974)	0.0918359740027473
  (0, 3690)	0.04312697217400079
  (0, 3627)	0.04438198070170346
  (0, 3077)	0.04114671563965042
  (0, 3038)	0.04312697217400079
  (0, 2894)	0.042065877583013916
  (0, 2794)	0.2394912176786201
  (0, 2626)	0.04114671563965042
  (0, 2596)	0.04033595734662794
  (0, 2397)	0.03961070933998023
  (0, 2333)	0.03961070933998023
  (0, 2282)	0.042065877583013916
  (0, 2211)	0.04114671563965042
  (0, 2133)	0.03961070933998023
  (0, 2129)	0.04033595734662794
  (0, 2086)	0.03835570081227757
  :	:
  (0, 88)	0.1213852373442348
  (0, 82)	0.1213852373442348
  (0, 74)	0.037047779989756995
  (0, 68)	0.15711043334672742
  (0, 67)	0.016175695957775686
  (0, 56)	0.07048331915502878
  (0, 53)	0.09494808796708568
  (0, 52)	0.33173427934065614
  (0, 51)	0.11373171542180413
  (0, 49)	0.06717630345144125
  (0, 45)	0.03546921813142895
  (0, 44)	0.05069521038788864
  (0, 41)	0.029215495308004893
  (0, 35)	0.08605080964677915
  (0, 32)	0.013752618633155272
  (0, 26)	0.03190145059260234
  (0, 20)	0.09118058298642091
  (0, 19)	0.015542536141040187
  (0, 9)	0.02392795771789859
  (0, 8)	0.018604666416024675
  (0, 4)	0.016659336590548912
  (0, 3)	0.017472939684520537
  (0, 2)	0.016298356836558166
  (0, 1)	0.01603020627592168
  (0, 0)	0.007774757392595331"
reuters-topics/grain/article333.txt,"  (0, 10017)	0.09418750690733359
  (0, 10016)	0.09418750690733359
  (0, 10013)	0.09418750690733359
  (0, 10012)	0.09418750690733359
  (0, 10011)	0.09418750690733359
  (0, 10009)	0.09418750690733359
  (0, 6799)	0.08900142336970121
  (0, 6697)	0.08900142336970121
  (0, 5538)	0.08532183854185914
  (0, 5237)	0.08532183854185914
  (0, 4258)	0.08246773081505879
  (0, 3732)	0.08013575500422676
  (0, 3626)	0.08013575500422676
  (0, 3591)	0.08013575500422676
  (0, 3508)	0.08013575500422676
  (0, 3125)	0.07645617017638469
  (0, 2798)	0.07645617017638469
  (0, 2796)	0.4123386540752939
  (0, 2588)	0.07360206244958434
  (0, 2287)	0.07816409754966294
  (0, 2253)	0.07360206244958434
  (0, 2036)	0.0712700866387523
  (0, 1919)	0.07024630392533936
  (0, 1797)	0.1425401732775046
  (0, 1740)	0.06841597891195196
  :	:
  (0, 37)	0.02520055225476066
  (0, 36)	0.029114830929431797
  (0, 33)	0.027042062625909483
  (0, 29)	0.04865946991623829
  (0, 28)	0.05662315755774712
  (0, 27)	0.024687725872695014
  (0, 26)	0.059277215628631266
  (0, 24)	0.047233539178164155
  (0, 22)	0.023668240305563058
  (0, 21)	0.026387676659631168
  (0, 18)	0.042897000122957774
  (0, 17)	0.06738975946555176
  (0, 16)	0.06428051902181946
  (0, 14)	0.043644904634701026
  (0, 12)	0.021212229676279157
  (0, 9)	0.022230693006880957
  (0, 8)	0.10370996951754785
  (0, 7)	0.03240947361174243
  (0, 6)	0.06574813186690946
  (0, 5)	0.0761098435955262
  (0, 4)	0.06191060713313842
  (0, 3)	0.08116772075448919
  (0, 2)	0.09085366288801956
  (0, 1)	0.04467944135789219
  (0, 0)	0.21669828261416382"
reuters-topics/grain/article455.txt,"  (0, 5349)	0.3925669381764541
  (0, 5334)	0.3925669381764541
  (0, 4325)	0.3763370477439575
  (0, 1631)	0.32464353046674754
  (0, 1578)	0.3192665051897031
  (0, 667)	0.2556029364528911
  (0, 423)	0.2590231390439205
  (0, 391)	0.230558074461415
  (0, 269)	0.2013151200485924
  (0, 131)	0.17739366398619982
  (0, 74)	0.15181906979497728
  (0, 50)	0.15973025739684651
  (0, 26)	0.13072979151297
  (0, 11)	0.09674878747531596
  (0, 7)	0.07147575477991495
  (0, 3)	0.07160281804256773"
reuters-topics/grain/article441.txt,"  (0, 4520)	0.5644023008477888
  (0, 785)	0.38038792013627304
  (0, 414)	0.32141653000061504
  (0, 362)	0.3161817690553904
  (0, 106)	0.24135547475753902
  (0, 50)	0.22964777729006666
  (0, 49)	0.263854214209789
  (0, 44)	0.19911999044075576
  (0, 23)	0.16980169503637385
  (0, 19)	0.1831433161525094
  (0, 11)	0.13909790393697816
  (0, 8)	0.10961275149764413
  (0, 7)	0.10276229740591018
  (0, 1)	0.09444485473091473"
reuters-topics/grain/article327.txt,"  (0, 3002)	0.13888782714082556
  (0, 2517)	0.13888782714082556
  (0, 1942)	0.13148864009249492
  (0, 1938)	0.12760718323133996
  (0, 1492)	0.1175980576915077
  (0, 1467)	0.1175980576915077
  (0, 1262)	0.1175980576915077
  (0, 1110)	0.11336186520940682
  (0, 1087)	0.1175980576915077
  (0, 1009)	0.24009216204023387
  (0, 1006)	0.11062520795976262
  (0, 958)	0.10741532189053873
  (0, 855)	0.10817718463115339
  (0, 820)	0.1175980576915077
  (0, 787)	0.10268475476110572
  (0, 719)	0.10526905256744419
  (0, 663)	0.3430521793138638
  (0, 615)	0.11150209436027551
  (0, 493)	0.10741532189053873
  (0, 466)	0.09326388170075142
  (0, 458)	0.09409378177211261
  (0, 443)	0.19169635901417975
  (0, 378)	0.08538787994937883
  (0, 340)	0.08239448271898207
  (0, 332)	0.17077575989875765
  :	:
  (0, 162)	0.07238535717914982
  (0, 148)	0.07464970578170603
  (0, 142)	0.26066224554550654
  (0, 130)	0.13232415986041954
  (0, 128)	0.06787419424706188
  (0, 126)	0.06341131965624952
  (0, 87)	0.11618336763708206
  (0, 75)	0.060749977648718284
  (0, 69)	0.11547117800835774
  (0, 67)	0.05459991712925905
  (0, 46)	0.10011398211829067
  (0, 45)	0.05986191801796009
  (0, 37)	0.04577851515891931
  (0, 23)	0.19456370741833992
  (0, 21)	0.09587001457425476
  (0, 19)	0.15738819290888828
  (0, 15)	0.077221810856166
  (0, 11)	0.11953680973989048
  (0, 7)	0.1177480210773926
  (0, 6)	0.029858987026478226
  (0, 5)	0.027651740275831223
  (0, 4)	0.05623241186325328
  (0, 2)	0.13753487561556776
  (0, 1)	0.05410882700286653
  (0, 0)	0.1049725737783148"
reuters-topics/grain/article496.txt,"  (0, 9632)	0.0918678286371081
  (0, 6979)	0.08680946952583363
  (0, 6978)	0.08680946952583363
  (0, 6956)	0.1837356572742162
  (0, 6918)	0.08680946952583363
  (0, 6726)	0.08680946952583363
  (0, 5307)	0.08322050662067387
  (0, 4164)	0.08043669071804566
  (0, 4163)	0.08680946952583363
  (0, 4114)	0.16644101324134775
  (0, 3607)	0.07816214750939939
  (0, 3507)	0.0762390486280886
  (0, 3283)	0.07816214750939939
  (0, 2437)	0.14914636920847926
  (0, 2052)	0.14357873740322283
  (0, 1973)	0.06759172661165437
  (0, 1867)	0.13703251361674634
  (0, 1831)	0.06759172661165437
  (0, 1794)	0.06673100959033693
  (0, 1634)	0.0659258625878054
  (0, 1610)	0.06516954323504145
  (0, 1596)	0.06445646638169067
  (0, 1504)	0.06516954323504145
  (0, 1172)	0.06253336750037988
  (0, 1087)	0.12628409337035437
  :	:
  (0, 41)	0.02647468322852822
  (0, 38)	0.026278215410793976
  (0, 37)	0.02457990546855192
  (0, 36)	0.028397782109839002
  (0, 33)	0.052752125135983756
  (0, 32)	0.024924870726102673
  (0, 29)	0.023730534922405067
  (0, 28)	0.08284293808506243
  (0, 26)	0.17345195555968138
  (0, 22)	0.11542665879629858
  (0, 17)	0.08764008558046822
  (0, 16)	0.08359653206818352
  (0, 15)	0.0621941800984278
  (0, 13)	0.13927038297564617
  (0, 12)	0.04137961699800893
  (0, 11)	0.08557736376897511
  (0, 8)	0.033718589723976636
  (0, 7)	0.09483385002148112
  (0, 6)	0.04809665031399932
  (0, 5)	0.044541232475194564
  (0, 4)	0.030192927032893137
  (0, 3)	0.047501218617927755
  (0, 2)	0.07384674294314765
  (0, 1)	0.159789896301837
  (0, 0)	0.23954288836244866"
reuters-topics/grain/article482.txt,"  (0, 9630)	0.10433568741437714
  (0, 9625)	0.10433568741437714
  (0, 9623)	0.10433568741437714
  (0, 6861)	0.20867137482875428
  (0, 6827)	0.20867137482875428
  (0, 3284)	0.08658584473408044
  (0, 3140)	0.08469389767659925
  (0, 3011)	0.17753987464732668
  (0, 2738)	0.0830250821018385
  (0, 2701)	0.1693877953531985
  (0, 2668)	0.0830250821018385
  (0, 2648)	0.0830250821018385
  (0, 2366)	0.1630645514027375
  (0, 2264)	0.08153227570136876
  (0, 2214)	0.0789490424547744
  (0, 1860)	0.0767649498651915
  (0, 1564)	0.31125981137096553
  (0, 1494)	0.0740140394388564
  (0, 1435)	0.07781495284274138
  (0, 1421)	0.07487300280771031
  (0, 1218)	0.07320418723294955
  (0, 1189)	0.07578742047954391
  (0, 1147)	0.13598811594770488
  (0, 1010)	0.06596652561065497
  (0, 1000)	0.06973115587992453
  :	:
  (0, 45)	0.07300768200797628
  (0, 41)	0.030067699593050116
  (0, 40)	0.05903264865205533
  (0, 38)	0.08953370433098905
  (0, 37)	0.027915771730843662
  (0, 33)	0.02995569461194879
  (0, 30)	0.02888180532979615
  (0, 29)	0.026951128709271684
  (0, 28)	0.15680997038101177
  (0, 27)	0.08204307346704326
  (0, 26)	0.06566400623288979
  (0, 22)	0.07865508505068991
  (0, 18)	0.07127837028715751
  (0, 17)	0.024883543863361404
  (0, 15)	0.04708991624170461
  (0, 11)	0.024297877745691154
  (0, 8)	0.07658942830555616
  (0, 7)	0.1077042429208616
  (0, 6)	0.03641606386977737
  (0, 5)	0.10117230759726148
  (0, 4)	0.10287169655895985
  (0, 3)	0.10789570997915585
  (0, 2)	0.0670950934845446
  (0, 1)	0.01649780096615294
  (0, 0)	0.14402779107620706"
reuters-topics/grain/article119.txt,"  (0, 9618)	0.11293526110922342
  (0, 9604)	0.11293526110922342
  (0, 6872)	0.22587052221844683
  (0, 6832)	0.1067169024575501
  (0, 5404)	0.10230490678051488
  (0, 3293)	0.09608654812884156
  (0, 3052)	0.09167455245180633
  (0, 2513)	0.09167455245180633
  (0, 1944)	0.08309208356130714
  (0, 1887)	0.08203398408311424
  (0, 1880)	0.08203398408311424
  (0, 1701)	0.17091238760026603
  (0, 1673)	0.0810441981230978
  (0, 1445)	0.16618416712261427
  (0, 1426)	0.15524397681215804
  (0, 1417)	0.16406796816622848
  (0, 1317)	0.0801144371300111
  (0, 1182)	0.07687372490963382
  (0, 1044)	0.30191419606872
  (0, 1042)	0.0792378351484597
  (0, 996)	0.0801144371300111
  (0, 992)	0.07547854901718
  (0, 940)	0.0714036297544057
  (0, 938)	0.38436862454816906
  (0, 898)	0.22259933606718071
  :	:
  (0, 94)	0.044269214241045594
  (0, 87)	0.07668820550899336
  (0, 60)	0.07290489287562084
  (0, 49)	0.049889421780428406
  (0, 46)	0.03304070880004655
  (0, 44)	0.037649507390908235
  (0, 41)	0.06509188924032311
  (0, 39)	0.06550032029437375
  (0, 38)	0.0323044221565903
  (0, 34)	0.028723285012453074
  (0, 32)	0.09192217205933913
  (0, 30)	0.09378691913741566
  (0, 29)	0.029172499203282843
  (0, 26)	0.03553808803663094
  (0, 15)	0.05097116929174084
  (0, 12)	0.050868926800585655
  (0, 8)	0.020725523783490782
  (0, 7)	0.019430243378008076
  (0, 6)	0.05912633227837562
  (0, 5)	0.018251858110862995
  (0, 4)	0.037116868317209575
  (0, 3)	0.05839435422832092
  (0, 2)	0.054468912480519986
  (0, 1)	0.05357275653269159
  (0, 0)	0.12125467982443411"
reuters-topics/grain/article131.txt,"  (0, 9668)	0.055212573593757995
  (0, 9667)	0.055212573593757995
  (0, 9666)	0.055212573593757995
  (0, 9664)	0.055212573593757995
  (0, 9662)	0.055212573593757995
  (0, 9645)	0.055212573593757995
  (0, 9634)	0.055212573593757995
  (0, 9615)	0.055212573593757995
  (0, 9614)	0.055212573593757995
  (0, 9613)	0.055212573593757995
  (0, 9612)	0.055212573593757995
  (0, 9607)	0.055212573593757995
  (0, 9605)	0.055212573593757995
  (0, 6999)	0.052172499295299095
  (0, 6336)	0.052172499295299095
  (0, 5523)	0.05001553225399516
  (0, 5412)	0.10434499859059819
  (0, 5411)	0.05001553225399516
  (0, 5409)	0.16563772078127398
  (0, 4458)	0.048342458636434445
  (0, 4151)	0.048342458636434445
  (0, 3773)	0.04697545795553626
  (0, 3729)	0.048342458636434445
  (0, 3357)	0.045819675348200785
  (0, 3300)	0.045819675348200785
  :	:
  (0, 34)	0.028084877513512598
  (0, 31)	0.01448829595805795
  (0, 29)	0.09983437593792298
  (0, 28)	0.016596204509605972
  (0, 27)	0.08683144461715649
  (0, 26)	0.017374106916052345
  (0, 25)	0.01648832141426517
  (0, 24)	0.027688228976416256
  (0, 23)	0.06278485258701981
  (0, 22)	0.04162285963226513
